id redação,id prompt,redação,Sintaxe,Desvios,nota,Tema,Tipologia,Conclusão,Repertório,Pertinencia,Uso produtivo?,nota,Direção,Projeto de Texto,"Informações, fatos e opiniões",Contradição,nota,Elementos coesivos,Repetições,Inadequações,Monobloco?,nota,Direitos humanos,Aderência,Elementos,Condicional,nota
113.html,a-importancia-das-vacinas-para-sociedade,"['Quem ama protege, quem ama cuida, quem ama vacina. Uma frase simples, mas que tem grande importância na vida das pessoas. O ato de vacinar é um ato de se proteger e também de proteger a humanidade contra diversas doenças . A vacina tem eficácia comprovada, previne enfermidades e em alguns casos erradica-as, como é o caso do sarampo que foi erradicado oficialmente do Brasil em 2016. Porém, com a falta de informação sobre a importância da imunização, a população não tem mais como prioridade a vacinação e assim fica desprotegida causando a volta de diversas mazelas que já foram eliminadas. ', 'A cobertura vacinal no Brasil está em queda nos últimos anos e preocupa autoridades sanitárias que temem o retorno de mais doenças erradicadas, como foi o caso do sarampo. O sarampo é uma doença infecciosa grave e contagiosa que apesar de ter recebido um certificado da eliminação da doença em 2016, voltou a registrar casos em 2018. ', 'Um dos motivos para o ressurgimento da doença é que por ser indicado duas doses para a eficiência da vacina, os pais geralmente não levam seus filhos para tomarem a segunda dose e assim as crianças ficam desprotegidas . Outra justificação é que muitos pais alegam que têm dificuldades de acessos aos postos de saúde, além da restrição da vacinação em horário comercial. ', 'O Ministério da Saúde lançou um programa de atualização da caderneta de vacinação que são oferecidas todas as vacinas do calendário básico infantil e é fundamental que os pais ou responsáveis compareçam aos postos de saúde aproveitando a campanha de multivacinação para imunizar seus filhos. Entretanto, não só as crianças devem ser imunizadas, mas também os adultos e idosos para que seja efetiva a proteção da sociedade. ', 'Sendo assim, é importante ressaltar que as vacinas são um dos mecanismos mais eficazes na defesa do organismo humano contra agentes infecciosos e bacterianos, e consiste na proteção do corpo por meio de resistências às doenças que o atingiriam. É de suma relevância que toda a população vacine . E além disso, é necessário que o Ministério da Saúde em parceria com a mídia e escolas faça campanhas com o intuito de informar a população da importância das vacinas e da responsabilidade de proteger a sociedade dessas doenças, que mesmo algumas estando erradicadas, podem voltar caso não vacinem. ']",Sintaxe excelente,Poucos desvios,4,Abordagem completa,Nenhuma parte embrionária,Conclusão é finalizada,Repertório baseado nos textos motivadores,Pertinente ao tema,Com uso improdutivo,3,Com direção,Projeto de texto com poucas falhas,"Desenvolvimento da maior parte das informações, fatos e opiniões",Sem contradição grave,4,Presença constante de elementos coesivos inter e/ou intraparágrafos,Poucas repetições,Poucas inadequações,Não é um monobloco,4,Proposta respeita os direitos humanos,Proposta aborda completamente o tema,3 elementos válidos,Não possui estrutura condicional,3
33.html,a-importancia-das-vacinas-para-sociedade,"['A vacinação é muito mais do que apenas medida preventiva de doenças, trata-se de questão de saúde pública , ogo, é dever do Estado não só garantir sua ampla distribuição para todas as camadas da sociedade, mas também a difusão de informações explicando sua importância para a sociedade. ', 'Segundo dados da OMS (Organização Mundial de Saúde) em conjunto com a Unicef (Fundo das Nações Unidas para a Infância), a cobertura vacinal no Brasil vem decaindo a cada ano, o que sugere o ressurgimento de doenças como o Sarampo por exemplo, constituindo problema gravíssimo de saúde pública, visto que é uma doença de fácil alastramento, sem muitas formas de tratamento além da própria vacina e que pode levar à morte.', 'Ainda, de acordo com a Constituição Federal de 1988, “é garantido a todos o acesso à saúde”, por isso, não só o Estado deve garantir que hajam vacinas suficientes para toda a população, como também verificar e fazer com que elas sejam de fato aplicadas. ', 'Portanto, é imperioso que o Ministério da Saúde invista em campanhas publicitárias sobre a importância das vacinas, alertando assim a população sobre as complicações decorrentes da não vacinação. Além disso, é urgente que as secretarias de saúde municipais e estaduais façam um mapeamento das áreas em que a população tem mais dificuldade de acesso à postos de saúde, e em conjunto realizem mutirões de vacinação através de postos de saúde móveis, com vistas a garantir a ampla aplicação das vacinas, consequentemente, o aumento da cobertura vacinal no país. ']",Sintaxe boa,Poucos desvios,4,Abordagem completa,Nenhuma parte embrionária,Conclusão é finalizada,Repertório baseado nos textos motivadores,Pertinente ao tema,Com uso improdutivo,3,Com direção,Projeto de texto com poucas falhas,"Desenvolvimento da maior parte das informações, fatos e opiniões",Sem contradição grave,4,Presença constante de elementos coesivos inter e/ou intraparágrafos,Poucas repetições,Algumas inadequações,Não é um monobloco,3,Proposta respeita os direitos humanos,Proposta aborda completamente o tema,4 elementos válidos,Não possui estrutura condicional,4
39.html,a-importancia-das-vacinas-para-sociedade,"['As vacinas surgiram no Brasil ( em 1804, trazidas pelo Marquês de Barbacena. Elas fazem parte da imunização ativa, cuja atuação ocorre como agente preventivo de enfermidades na população protegida. Apesar de sua importância notória para a sociedade, nos dias atuais, um ""Movimento Antivacina"" tem crescido rapidamente no país, por meio da disseminação de notícias falsas, deixando, dessa forma, sequelas graves, como a volta de doenças erradicadas, por exemplo. ', 'Em primeiro lugar, a difusão de fake news contribui para a desinformação daqueles que as leem. Ademais, elas também colaboram para a criação do Movimento Antivacina, ação realizada por pessoas que são contra as vacinas por acreditarem que elas causam doenças. Tal atividade é extremamente prejudicial a todos, pois a queda na cobertura vacinal traz à tona enfermidades antes erradicadas, além do mais, a vacinação é um importante agente preventivo, pois estimula o sistema imunológico a produzir anticorpos para inibir a doença. ', 'Em segundo lugar, a volta de patologias dissipadas constitui um grave fator de risco à saúde da população, pois essas doenças podem ocasionar até a morte dos pacientes. Um exemplo disso é o atual surto de sarampo no estado de São Paulo, em que, entre 09 de julho a 31 de agosto de 2019, mais de dois mil e setecentas pessoas foram diagnosticadas com a disfunção, com quatro mortes confirmadas no mesmo período, segundo o portal UOL de notícias. ', 'Em síntese, é preciso que a Organização Mundial de Saúde (OMS), juntamente com os departamentos de mídia (televisiva e cibernética), organize propagandas, anúncios e apresentações voltados a todos os públicos de todas as faixas etárias, a fim de mobilizar o maior número possível de indivíduos para a imunização consciente. Isso ocorreria por meio de programas e vídeos apresentados por influenciadores digitais e pessoas famosas, expandidos pelos principais canais de televisão e redes sociais. Esses procedimentos iriam ressignificar o ato do Marquês de Barbacena, pois confirmariam a importância das vacinas. ']",Sintaxe boa,Poucos desvios,4,Abordagem completa,Nenhuma parte embrionária,Conclusão é finalizada,Legitimado,Pertinente ao tema,Com uso improdutivo,4,Com direção,Projeto de texto com poucas falhas,"Desenvolvimento das informações, fatos e opiniões em todo o texto",Sem contradição grave,4,Presença constante de elementos coesivos inter e/ou intraparágrafos,Poucas repetições,Poucas inadequações,Não é um monobloco,4,Proposta respeita os direitos humanos,Proposta aborda completamente o tema,4 elementos válidos,Estrutura condicional com 2 ou mais elementos válidos,2
41.html,a-importancia-das-vacinas-para-sociedade,"['Em 1904 , ocorreu a revolta da vacina,movimento de caráter popular, onde a falta de informação e a obrigatoriedade de se tomar a vacina da varíola, influenciaram para que houvesse essa manifestação. Porém,ao comparamos esse fato histórico com a atual sociedade brasileira,percebe-se que há uma negligência muitas vezes ocasionada por esquecimento ou baseando-se em notícias falsas. Tais ações geram grandes impactos no sociais e na economia do país. ', 'Primeiramente, devemos ressaltar a importância das vacinas, que ao longo do tempo conseguiram erradicar e prevenir várias doenças , segundo organização mundial da saúde , elas evitaram entre 2 a 3 milhões de mortes por ano. No entanto, nos últimos anos têm ocorrido uma redução no número de crianças vacinadas , isso mostra que a nova geração de pais , que provavelmente não vivenciou os casos antigos , tende a esquecer a relevância delas . Além disso ,há movimentos antivacinas, onde usam mentiras e notícias manipuladas para gerar pânico na população .', 'Consequentemente, essas ações geram amplos obstáculos, seja a volta de doenças erradicadas, como o surto de sarampo no estado do Amazonas , onde tiveram mais de 10 mil casos, com a morte de 13 crianças.Também podendo afetar aqueles que não são capazes se imunizar, ocorrendo assim uma circulação de agentes infecciosos . Ademais, há prejuízos no turismo, onde transcorre uma queda no número de pessoas que deixam de visitar o país , fazendo com que passasse a ter menos circulação de dinheiro. ', 'Diante disso, tendo em vista os aspectos apresentados, é necessário que se realiza-se uma melhoria nas campanhas de vacinação proporcionadas pelo ministério da saúde, por meio informações mais explícitas sobre as prevenções e vantagens de se tomar a vacina . Como também palestras e oficinas direcionadas aos pais nas escolas , para que haja esclarecimento de dúvidas e fazer com que eles não acreditem em notícias sem fundamentos. ']",Sintaxe boa,Alguns desvios,3,Abordagem completa,Nenhuma parte embrionária,Conclusão é finalizada,Legitimado,Pertinente ao tema,Com uso improdutivo,4,Com direção,Projeto de texto com algumas falhas,"Desenvolvimento da maior parte das informações, fatos e opiniões",Sem contradição grave,3,Presença constante de elementos coesivos inter e/ou intraparágrafos,Algumas repetições,Algumas inadequações,Não é um monobloco,3,Proposta respeita os direitos humanos,Proposta aborda completamente o tema,4 elementos válidos,Não possui estrutura condicional,4
66.html,a-importancia-das-vacinas-para-sociedade,"['Em 1904, ocorreu a Revolta da Vacina no Rio de Janeiro. Acarretado por uma série de eventos que geraram descontentamento popular , como a desapropriação urbanística de camadas mais pobres em prol da estética da urbe , o movimento tinha a falsa convicção de que a vacinação era supérflua e apenas mais um método de opressão governamental. Na atualidade, os índices de cobertura vacinal no Brasil têm apenas caído, e as autoridades começam a se alarmar. Dessa forma, faz-se necessário encontrar alternativas para contornar a desinformação popular acerca da vacinação e, assim, garantir a ordem na sociedade brasileira.', 'Em primeira instância, é importante ressaltar a ascensão de movimentos anticientificistas que propagam inverdades baseadas em teorias da conspiração e crença popular . O movimento anti-vacina cresceu muito com o alcance das redes sociais, fazendo com que muitos pais adiram às ideias e deixem de vacinar seus filhos. Desse modo, o imaginário popular acerca da vacina, baseado em ideias errôneas, propicia uma queda nas taxas de vacinação da população, possibilitando o ressurgimento de doenças que já haviam sido erradicadas, como o sarampo em 2018, de acordo com o Ministério da Saúde. Portanto , é imprescindível alterar esse quadro com a disseminação do conhecimento científico à população.', 'Além disso, o ressurgimento e a ascensão de novas e já erradicas epidemias caracterizam um grave risco para a sociedade brasileira. Na Idade Média, a Peste Negra quase exterminou a população europeia, impactando seriamente na economia pós-epidemia, sendo até um dos motivos para a crise do sistema feudal . Apenas com a Revolução Industrial que doenças começaram a ser erradicadas e, assim, as taxas de mortalidade caíram vertiginosamente, fruto do desenvolvimento de técnicas científicas , sendo a criação das vacinas um dos principais fatores responsáveis para tal decréscimo. Logo, vê-se que a vacinação não apenas garante a saúde populacional, mas também, por consequência, estabelece a ordem da macroestrutura social, já que a falta de condições saudáveis para trabalho implica negativamente na economia. ', 'Por conseguinte, faz-se necessário a implantação de medidas para alterar este alarmante quadro brasileiro. O Ministério da Saúde deve desenvolver políticas públicas de conscientização sobre a importância da vacina, de modo a desarticular influências distorcentes do saber científico. Além disso, devem ser intensificadas as campanhas de vacinação, juntamente com o aumento da área de alcance midiático destas. Tais tarefas serão realizadas com o auxílio de verba governamental , e apenas desse modo o Brasil estará destinado a grandeza. ']",Sintaxe excelente,Max dois desvios,5,Abordagem completa,Nenhuma parte embrionária,Conclusão é finalizada,Legitimado,Pertinente ao tema,Com uso improdutivo,4,Com direção,Projeto de texto estratégico,"Desenvolvimento das informações, fatos e opiniões em todo o texto",Com contradição grave,2,Presença constante de elementos coesivos inter e/ou intraparágrafos,Poucas repetições,Poucas inadequações,Não é um monobloco,4,Proposta respeita os direitos humanos,Proposta aborda completamente o tema,4 elementos válidos,Não possui estrutura condicional,4
72.html,a-importancia-das-vacinas-para-sociedade,"['No século XIX houve a Revolta da Vacina, movimento em que a população era vacinada obrigatoriamente e precariamente informada, o que gerou indignação popular e caos. Entretanto, na realidade contemporânea, a negligência governamental e a desinformação são os principais obstáculos a política de imunização no Brasil. ', ' Em primeiro plano, é vital abordar que as campanhas de informação e vacinação são episódicas, ou seja não tem a periodicidade que deveriam. Já o sistema responsável por vacinar e imunizar a população é ineficiente, visto que ainda há uso do cartão de vacinação físico. ', ' Outrossim, é válido salientar sobre a distribuição das vacinas em território nacional, já que por ser um país de extenso território, a imunização é mínima em regiões remotas . Ademais, a desinformação por parte da população, o que é incentivado pelos movimentos antivacina que são informações falsas que circulam nas redes sociais sobre a importância e necessidade de se vacinar.', ' Logo, por sua extrema importância, medidas devem ser tomadas a favor desse direito. O Ministério da Saúde deve criar a carteira de vacinação digital, assim como um banco de dados nacional atualizado com o registro das carteiras de vacinação, para que a população possa se manter informada sobre as vacinas que estão em dia. Cabe a este Ministério também o mapeamento e inclusão de regiões remotas e o aumento das Unidades Móveis de Imunização, utilizados para levar vacinas a regiões longínquas.Já as escolas junto com os postos de saúde devem organizar campanhas informativas sobre o funcionamento das vacinas, combatendo assim o movimento antivacina, que é baseado na ignorância e desconhecimento sobre a imunização. Só assim a saúde será garantida e preservada para todos. ']",Sintaxe boa,Poucos desvios,4,Abordagem completa,Nenhuma parte embrionária,Conclusão é finalizada,Legitimado,Pertinente ao tema,Com uso improdutivo,4,Com direção,Projeto de texto com poucas falhas,"Desenvolvimento da maior parte das informações, fatos e opiniões",Sem contradição grave,4,Presença regular de elementos coesivos inter e/ou intraparágrafos,Algumas repetições,Algumas inadequações,Não é um monobloco,3,Proposta respeita os direitos humanos,Proposta aborda completamente o tema,4 elementos válidos,Não possui estrutura condicional,4
74.html,a-importancia-das-vacinas-para-sociedade,"['O papel da vacinação é imprescindível, afinal ela é um estímulo para o corpo humano produzir e desenvolver a imunidade para a proteção de doenças . Porém, é uma realidade que parte da população brasileira não tem estado com seus cartões de vacina em dia, permitindo assim que surtos de doenças anteriormente erradicadas venham surgir, a exemplo do sarampo, e que o poder público tem se mostrado negligente com a saúde em todas as regiões brasileiras. ', 'O poder estatal por falta de políticas públicas agride a Legislação, dessa forma, a negligência estatal representa uma das causas da problemática, afinal, a saúde pública tem sido abandonada em todo o país, a falta de frequência em campanhas de vacinação, até mesmo a falta de estoque de vacinas é o reflexo disso. Por causa de todas essas coisas, o movimento anti vacina tem crescido e se instalado por todo o país, convencendo famílias a deixarem principalmente as crianças sem a proteção necessária que as vacinas oferecem, deixando seus corpos de “portas abertas” para doenças graves, como atualmente é o caso do sarampo, onde inúmeras crianças morreram no Brasil em decorrência desta doença. ', 'Portanto, é de responsabilidade do poder público a conscientização da importância das vacinas, a realização do controle do estoque destas nos postos de saúde, aumentar a frequência das campanhas de vacina, e também a criação de políticas para coibir os grupos anti vacina, a elaboração de estratégias para a redução de fake news , em virtude do problema à sociedade que isso vem trazendo. ']",Sintaxe boa,Alguns desvios,3,Abordagem completa,Nenhuma parte embrionária,Conclusão é finalizada,Repertório baseado nos textos motivadores,Pertinente ao tema,Com uso improdutivo,3,Com direção,Projeto de texto com algumas falhas,"Sem desenvolvimento ou com desenvolvimento de apenas uma informação, fato ou opinião",Sem contradição grave,2,Presença constante de elementos coesivos inter e/ou intraparágrafos,Algumas repetições,Algumas inadequações,Não é um monobloco,3,Proposta respeita os direitos humanos,Proposta aborda completamente o tema,3 elementos válidos,Não possui estrutura condicional,3
86.html,a-importancia-das-vacinas-para-sociedade,"['No Brasil, durante a Primeira República, houve a Revolta da Vacina, na qual uma parcela de brasileiros, por falta de informação e de esclarecimentos, resistiu – com uso de violência e de agressão – à aplicação de vacinas, por encará-las como prejudicial à saúde. Na atualidade, tal movimento violento não ocorre mais, contudo o país enfrenta sérias dificuldades em cumprir com a agenda de imunização, devido, sobretudo, à existência de notícias falsas na internet bem como à desatenção dos brasileiros. ', 'Em primeira análise, embora a vacinação exerça uma importância fundamental na proteção do corpo contra agentes infecciosos e bacterianos, mobilizações antivacinais têm ganhado fôlego na sociedade, posto que notícias falsas pregam possíveis malefícios advindos das vacinas . Um exemplo disso, são alguns vídeos, disponíveis na internet, produzidos por pessoas sem competência médica, os quais asseveram que o objetivo das vacinas é diminuir a população . De fato, o reflexo dessas ideias, contribuem, em grande parte, para a redução do número de pessoas vacinadas, que, segundo o Ministério da Saúde, em 2017, o índice de crescimento de crianças com menos de um ano que receberam vacinação foi o menor desde 2001. ', 'Em segunda análise, por mais que o Programa Nacional de Imunização tenha alcançado um número expressivo de pessoas em décadas anteriores, entre os cidadãos existe a crença de que as doenças já erradicadas não têm possibilidade retorno, não sendo, dessa forma, necessária a vacinação . Entretanto, tal concepção não possui nenhum respaldo médico, já que a vacinação deve ocorrer de contínua. No último ano, houve um surto de febre amarela, assustando os brasileiros, o que logo os levou aos postos de atendimento para recebem as vacinas. Isso mostra, por sua vez, o que a falta de acesso à informação pode gerar efeitos danosos à saúde dos cidadãos. ', 'Portanto, a fim de cumprir a agenda vacinal e, com isso, garantir vacinação para os brasileiros, cabe às prefeituras municipais sensibilizar a população sobre a importância da vacinação nas erradicação de doenças. Para tanto, palestras seriam ministradas quinzenalmente por profissionais de saúde em espaços de eventos das cidades. Além disso, o governo deveria promover campanhas de combate às notícias falsas sobre as vacinas nos meios de comunicação e nas mídias socais, objetivando alertar os cidadãos sobre os riscos decorrentes da ausência de vacinação. ']",Sintaxe boa,Poucos desvios,4,Abordagem completa,Nenhuma parte embrionária,Conclusão é finalizada,Legitimado,Pertinente ao tema,Com uso improdutivo,4,Com direção,Projeto de texto com poucas falhas,"Desenvolvimento das informações, fatos e opiniões em todo o texto",Sem contradição grave,4,Presença constante de elementos coesivos inter e/ou intraparágrafos,Poucas repetições,Poucas inadequações,Não é um monobloco,4,Proposta respeita os direitos humanos,Proposta aborda completamente o tema,4 elementos válidos,Estrutura condicional com 2 ou mais elementos válidos,2
103.html,analfabetismo-funcional-no-brasil-por-que-esse-problema-ainda-persiste,"['A educação acadêmica ao decorrer dos anos foi se tornando uma necessidade para concorrer a vagas de emprego, provas de concursos, logo pensamos que a falta dessa educação acadêmica é um problema de uma pequena porcentagem da população, mas essa não é a realidade do Brasil. ', 'Como Thomas Jefferson disse: ""Quando o mundo estiver em busca do conhecimento e não mais lutando por dinheiro e poder, então nossa sociedade poderá enfim evoluir a um novo nível."" Essa frase explica muito bem o motivo pelo qual o analfabetismo funcional ainda é um grande problema em nossa sociedade, a falta de investimento na educação causa, além do analfabetismo funcional, violência, desempregos e principalmente a perda de diversas pessoas que com esse conhecimento poderiam realizar descobertas únicas.', 'De acordo com a lei da inércia de Isaac Newton: ""Um corpo permanece em repouso/movimento até que uma força externa atue sobre ele."" Pensamos no corpo como o analfabetismo funcional, a incapacidade de interpretar simples textos, e essa força externa como as cotas para estudantes de redes públicas, ou seja, essa força tinha a função de parar/movimentar o corpo, algo que era para ser a solução acabou de tornando um problema, pois admite a falta da educação.', 'É necessário investimento na educação pública, e o incentivo para os jovens cada vez mais adquirirem conhecimento, o Brasil precisa de mais mão de obra qualificada. ']",Sintaxe regular,Alguns desvios,3,Abordagem completa,Duas partes embrionárias,Conclusão é finalizada,Legitimado,Pertinente ao tema,Com uso improdutivo,2,Com direção,Projeto de texto com muitas falhas,"Desenvolvimento de algumas informações, fatos e opiniões",Sem contradição grave,2,Presença regular de elementos coesivos inter e/ou intraparágrafos,Algumas repetições,Algumas inadequações,Não é um monobloco,3,Proposta respeita os direitos humanos,Proposta aborda completamente o tema,2 elementos válidos,Não possui estrutura condicional,2
24.html,analfabetismo-funcional-no-brasil-por-que-esse-problema-ainda-persiste,"['Pode -se afirmar que a presença dos Jesuítas, trouxe a aprendizagem, assim sendo à alfabetização dos índios . Atualmente a educação, ocorre em ensino regular, embora muitos chegam ao ensino superior incapazes de interpretar textos e cálculos matemáticos. ', 'Em primeiro lugar Padre Antônio Vieira`` A boa educação é a moeda de Ouro. Em toda parte, tem valor, ´sabe- que a precariedade educacional, levam os discentes a não interagir com a leitura, entretanto muitos docentes preocupam em cumprir os currículos e levam adiante a negligência.', 'Em segundo lugar os recursos de tecnologia, não utilizados de forma eficaz levam aos cidadãos à lentidão ao analfabetismo funcional , entretanto está ineficiência deixa as políticas econômicas a repensar sobre as necessidades. ', 'Por fim, segundo o IBGE Instituto Brasileiro Geográfico este número de pessoas sem instrução formal tem sido diminuindo em XXI, por outro lado a população estão adquirindo seus conhecimentos em uma democracia da sociedade. ', 'Diante a suma o Ministério da Educação deve implantar apoio as mídias por meio de propagandas televisão e uso da internet, o qual pode ser semanal estimulando a leitura de jornais e livros a fim reduzir a ignorância apropriando da capacidade criativa. ']",Sintaxe regular,Alguns desvios,3,Abordagem completa,Possui traços constantes de outros tipos textuais,Conclusão é finalizada,Legitimado,Pertinente ao tema,Com uso improdutivo,1,Sem direção,Projeto de texto com muitas falhas,"Sem desenvolvimento ou com desenvolvimento de apenas uma informação, fato ou opinião",Sem contradição grave,1,Presença pontual de elementos coesivos inter e/ou intraparágrafos,Algumas repetições,Algumas inadequações,Não é um monobloco,2,Proposta respeita os direitos humanos,Proposta aborda completamente o tema,4 elementos válidos,Não possui estrutura condicional,4
33.html,analfabetismo-funcional-no-brasil-por-que-esse-problema-ainda-persiste,"['Entende-se por analfabetismo funcional o fato da pessoa não compreender textos simples, embora saibam decodificar as letras, frases ou textos. O Plano Nacional de Educação tinha uma meta para 2015 de baixar o índice para 6,5%, a fim de acabar com o analfabetismo até 2014. ', 'Os últimos dados publicados em junho de 2019 pelo IBGE(Instituto Brasileiro de Geografia e Estatística) revela a existência de 11,3 milhões de pessoas com mais de 15 anos analfabetas(6,8 de analfabetismo). No mundo são mais de 750 milhões. ', 'O Índice Nacional de Analfabetismo Funcional (Inaf), feitaem parceria com o ibope, apontou em 2018 que cerca de 30% dos brasileiros entre 15 e 64 anos são analfabetos funcionais. Significa dizer que o número de pessoas com dificuldade de interpretar é maior se comparado com as pessoas sem letramento. ', 'Neste caso o problema não é por falta de condições financeiras para poder tem um ensino qualificado, nem por motivos familiares ou religiosos, mas, por causa da dificuldade para se concentrar e conseguir absorver o que foi lido ou ensinado. Por causa dessa dificuldade muitas pessoas aprendem até a ler e escrever masdificilmente consegue interpretar a colocação de um texto ou frase em determinados momentos e locais. ', 'Por este motivo hoje em dia existe as vídeos-aulas onde boa parte dos alunos conseguem entender, absorver e interpretar a matéria através do ouvir. As inovações na forma dos professores ensinarem também pode ajudar, como por exemplo: explicar o assunto por meio de parodias, peças teatrais, exemplos do cotidiano. Todos estes meios podem se tornar eficazes se colocado em prática por todos os professores e também pela própria pessoa em questão. ']",Sintaxe boa,Poucos desvios,4,Abordagem completa,Nenhuma parte embrionária,Conclusão é finalizada,Repertório baseado nos textos motivadores,Pertinente ao tema,Com uso improdutivo,3,Com direção,Projeto de texto com poucas falhas,"Desenvolvimento da maior parte das informações, fatos e opiniões",Sem contradição grave,4,Presença constante de elementos coesivos inter e/ou intraparágrafos,Poucas repetições,Poucas inadequações,Não é um monobloco,4,Proposta respeita os direitos humanos,Proposta aborda completamente o tema,3 elementos válidos,Não possui estrutura condicional,3
39.html,analfabetismo-funcional-no-brasil-por-que-esse-problema-ainda-persiste,"['“Uma sociedade só progride quando um se mobiliza com o problema do outro.” Analisando essa ideia percebemos que o analfabetismo funcional, não afeta o individualizado por si só e sim o todo (a sociedade). Se lermos veremos que as pesquisas feitas relacionadas a esse assunto, mostram índices alarmantes. Porém, tendo em vista que há vários aspectos que podem diminuir nos resultados e assim chegara uma época que não existirá mais esse problema no alfabetismo do ser humano. ', 'Podemos citar um exemplo de que podemos mudar; a serie Segunda Chamada"", reproduzida pela emissora Globo, mostra a realidade de alguns jovens e adultos que tiveram por algum motivo seus estudos interrompidos, mas com o programa EJA (Educação de Jovens e Adultos) eles tiveram uma segunda oportunidade de se alfabetizarem. Precisamos investir nesses programas para que todos possam ter uma educação, mas tendo em vista que esses ensinos nem sempre são um dos melhores, pois não tem verbas para serem investidas.', 'Por outro lado no Brasil ainda existe a concepção que os menos favorecidos não tem a capacidade de aprender, assim aceitando a mão de obra pesada e barata do país. Acarretando ainda mais o analfabetismo, no entanto vem reduzindo-se a cada dia os índices de jovens e adultos não alfabetizados, principalmente no Norte e Nordeste, que seriam uns dos estados com mais casos. Que mostra a eficácia desses programas políticos em curso para a educação básica. ', 'Em virtude dos fatos mencionados temos a consciência que todos têm direito da educação básica, e que os governos deveriam investir mais nesses programas para aqueles que por algum motivo não conseguem estudar, desde que precisa trabalhar ou ate mesmo porque não consegue chegar a escola por ser longe, assim então disponibilizando recursos para que todos os indivíduos sejam alfabetizados.']",Sintaxe regular,Alguns desvios,3,Abordagem completa,Nenhuma parte embrionária,Conclusão é finalizada,Legitimado,Pertinente ao tema,Com uso improdutivo,4,Com direção,Projeto de texto com algumas falhas,"Desenvolvimento de algumas informações, fatos e opiniões",Sem contradição grave,3,Presença regular de elementos coesivos inter e/ou intraparágrafos,Algumas repetições,Algumas inadequações,Não é um monobloco,3,Proposta respeita os direitos humanos,Proposta aborda completamente o tema,3 elementos válidos,Estrutura condicional com 2 ou mais elementos válidos,2
48.html,analfabetismo-funcional-no-brasil-por-que-esse-problema-ainda-persiste,"['Uma vez Nelson Mandela, ex presidente da África do Sul, disse: ”A educação é a arma mais poderosa que você pode usar para mudar o mundo”. Através da alfabetização somos capazes de apresentar melhores condições de procurar informações, e assim expor opiniões e críticas. Porém, pessoas que sabem ler e escrever mas não conseguem interpretar um texto (também chamados de Analfabetos funcionais) acabam não conseguindo formular isto. ', 'A persistência do analfabetismo funcional no Brasil é consequência de um ensino básico precário . Segundo o Ministério da Educação , apenas 5% do PIB nacional é destinado aos ensinos. Além disso, a evasão escolar , dificulta o aumento da alfabetização completa, sendo que segundo uma pesquisa realizada pelo IBGE , somente 20% da população sabem fazer uma interpretação e efetuar cálculos matemáticos mais complexos. ', 'Portanto, é necessário um maior investimento do Ministério da Educação em ensinos básicos, além de idealizar propostas de intervenção que incentive crianças , jovens e até mesmo adultos à focar nos estudos e principalmente na leitura, sendo necessário também apoio familiar e escolar. ']",Sintaxe regular,Alguns desvios,3,Abordagem completa,Uma parte embrionária,Conclusão é finalizada,Legitimado,Pertinente ao tema,Com uso improdutivo,3,Com direção,Projeto de texto com algumas falhas,"Desenvolvimento de algumas informações, fatos e opiniões",Sem contradição grave,3,Presença regular de elementos coesivos inter e/ou intraparágrafos,Algumas repetições,Algumas inadequações,Não é um monobloco,3,Proposta respeita os direitos humanos,Proposta aborda completamente o tema,3 elementos válidos,Não possui estrutura condicional,3
59.html,analfabetismo-funcional-no-brasil-por-que-esse-problema-ainda-persiste,"['Antigamente muitos largaram os estudos e procuram trabalhar para sustentar a família . Com o tempo essas pessoas não conseguiam voltar ou continuar os estudos e conclui-los, fazendo com que cresça o número de analfabetos no Brasil', 'Atualmente criaram ensino para que pessoas que antigamente não conseguiram concluir e frequentar a escola possam realizá-los. As escolas estão tendo dificuldades no ensino fazendo com que apresar de frequentarem a escola, continuem os problemas na forma e maneira de interpretar textos sem figuras que facilitem a entender os texto e realizar cálculos matemáticos.', 'Com a internet que ajuda a ter acesso a todo tipo de informação, fazendo com que o interesse em aprender e permanecer nas escolas suma de alunos de 15 a 17 anos e não investindo tanto nos escudos noturnos, onde são ministrados para alunos de 18 a diante. Esses alunos na sua maioria buscam aprender mais não é focado e dado importância como para os alunos de 15 a 17 anos que o conteúdo é dado completo e não parcialmente ou resumido como no noturno.', 'Concluo que para que a taxa de analfabetismo funcional continue diminuindo e voltar a dar interesse aos jovens que estão largando a escola, é usar a tecnologia e a internet para atrair e motivar a permanecerem nas escolas. Nos estudos noturnos e EJAS começar a dar mais importância, passar conteúdo completo ou que vão lhes ajudar na vida e serão utilizados para que entrem nas universidades em geral, gerando oportunidade igualmente para todos. ']",Sintaxe regular,Alguns desvios,3,Abordagem completa,Uma parte embrionária,Conclusão é finalizada,Repertório baseado nos textos motivadores,Pertinente ao tema,Com uso improdutivo,3,Sem direção,Projeto de texto com algumas falhas,"Desenvolvimento de algumas informações, fatos e opiniões",Sem contradição grave,1,Presença regular de elementos coesivos inter e/ou intraparágrafos,Algumas repetições,Algumas inadequações,Não é um monobloco,3,Proposta respeita os direitos humanos,Proposta aborda completamente o tema,2 elementos válidos,Não possui estrutura condicional,2
